drug_a,drug_b,score,name_a,name_b,influential_neighbors_a,influential_neighbors_b
DB01873,DB05830,0.9847708344459534,Epothilone D,Trestolone,DB05168:Vintafolide (1.000); DB00541:Vincristine (1.000); DB00361:Vinorelbine (1.000),DB05830:Trestolone (0.042); DB00682:Warfarin (0.004)
DB01873,DB14011,0.9847663640975952,Epothilone D,Nabiximols,DB05168:Vintafolide (1.000); DB00541:Vincristine (1.000); DB00361:Vinorelbine (1.000),DB14011:Nabiximols (0.010); DB08880:Teriflunomide (0.003)
DB00328,DB01428,0.9847639203071594,Indomethacin,Oxybenzone,DB04911:Oritavancin (1.000); DB11720:Angiotensin 1-7 (1.000); DB01045:Rifampicin (1.000),DB14074:Icaridin (0.891); DB01428:Oxybenzone (0.261); DB13821:Ceftezole (0.008)
DB00328,DB00908,0.9847225546836852,Indomethacin,Quinidine,DB04911:Oritavancin (1.000); DB11720:Angiotensin 1-7 (1.000); DB01045:Rifampicin (1.000),DB00908:Quinidine (0.003); DB00682:Warfarin (0.002)
DB06481,DB08169,0.9846822023391724,Manitimus,(2Z)-N-biphenyl-4-yl-2-cyano-3-cyclopropyl-3-hydroxyprop-2-enamide,DB06481:Manitimus (1.000),DB08169:(2Z)-N-biphenyl-4-yl-2-cyano-3-cyclopropyl-3-hydroxyprop-2-enamide (1.000)
DB02345,DB02958,0.9846487641334534,Selenocysteine,Selenomethionine Selenoxide,DB02345:Selenocysteine (0.545); DB06210:Eltrombopag (0.050),DB02958:Selenomethionine Selenoxide (0.508); DB06210:Eltrombopag (0.024)
DB00328,DB11800,0.9846476316452026,Indomethacin,Tivozanib,DB04911:Oritavancin (1.000); DB11720:Angiotensin 1-7 (1.000); DB01045:Rifampicin (1.000),DB08880:Teriflunomide (0.002); DB11800:Tivozanib (0.001)
DB00328,DB01587,0.9846327304840088,Indomethacin,Ketazolam,DB04911:Oritavancin (1.000); DB11720:Angiotensin 1-7 (1.000); DB01045:Rifampicin (1.000),DB01587:Ketazolam (0.012); DB00682:Warfarin (0.003)
DB00328,DB00468,0.984624981880188,Indomethacin,Quinine,DB04911:Oritavancin (1.000); DB11720:Angiotensin 1-7 (1.000); DB01045:Rifampicin (1.000),DB00468:Quinine (0.003); DB08880:Teriflunomide (0.002)
DB01873,DB12947,0.9846195578575134,Epothilone D,Doxifluridine,DB05168:Vintafolide (1.000); DB00541:Vincristine (1.000); DB00361:Vinorelbine (1.000),DB12947:Doxifluridine (0.018); DB08880:Teriflunomide (0.004)
DB02345,DB03049,0.9846157431602478,Selenocysteine,S-Selanyl Cysteine,DB02345:Selenocysteine (0.545); DB06210:Eltrombopag (0.050),DB03049:S-Selanyl Cysteine (0.567); DB06210:Eltrombopag (0.062)
DB00328,DB06144,0.9846136569976808,Indomethacin,Sertindole,DB04911:Oritavancin (1.000); DB11720:Angiotensin 1-7 (1.000); DB01045:Rifampicin (1.000),DB06144:Sertindole (0.010); DB00682:Warfarin (0.003)
DB00328,DB11796,0.9845985174179076,Indomethacin,Fostemsavir,DB04911:Oritavancin (1.000); DB11720:Angiotensin 1-7 (1.000); DB01045:Rifampicin (1.000),DB11796:Fostemsavir (0.003); DB08880:Teriflunomide (0.003)
DB01564,DB01873,0.984594225883484,Calusterone,Epothilone D,DB01564:Calusterone (0.056); DB14055:(S)-Warfarin (0.020),DB05168:Vintafolide (1.000); DB00541:Vincristine (1.000); DB00361:Vinorelbine (1.000)
DB00328,DB13527,0.9845914840698242,Indomethacin,Proglumetacin,DB04911:Oritavancin (1.000); DB11720:Angiotensin 1-7 (1.000); DB01045:Rifampicin (1.000),DB13527:Proglumetacin (0.008); DB00682:Warfarin (0.003)
DB01185,DB01873,0.9845897555351256,Fluoxymesterone,Epothilone D,DB01185:Fluoxymesterone (0.022); DB14055:(S)-Warfarin (0.016),DB05168:Vintafolide (1.000); DB00541:Vincristine (1.000); DB00361:Vinorelbine (1.000)
DB01873,DB05903,0.9845833778381348,Epothilone D,KOS-1584,DB05168:Vintafolide (1.000); DB00541:Vincristine (1.000); DB00361:Vinorelbine (1.000),DB05903:KOS-1584 (0.246); DB00682:Warfarin (0.005)
DB01481,DB01873,0.9845376014709472,1-Testosterone,Epothilone D,DB01481:1-Testosterone (0.015); DB14055:(S)-Warfarin (0.015),DB05168:Vintafolide (1.000); DB00541:Vincristine (1.000); DB00361:Vinorelbine (1.000)
DB01873,DB09061,0.9845357537269592,Epothilone D,Cannabidiol,DB05168:Vintafolide (1.000); DB00541:Vincristine (1.000); DB00361:Vinorelbine (1.000),DB09061:Cannabidiol (0.029); DB08880:Teriflunomide (0.004)
DB03513,DB09400,0.98453551530838,"(S)-2-Amino-3-(4h-Selenolo[3,2-B]-Pyrrol-6-Yl)-Propionic Acid",Selenomethionine Se-75,"DB03513:(S)-2-Amino-3-(4h-Selenolo[3,2-B]-Pyrrol-6-Yl)-Propionic Acid (0.497); DB06210:Eltrombopag (0.021)",DB09400:Selenomethionine Se-75 (0.504); DB06210:Eltrombopag (0.024)
DB00328,DB00837,0.9845251441001892,Indomethacin,Progabide,DB04911:Oritavancin (1.000); DB11720:Angiotensin 1-7 (1.000); DB01045:Rifampicin (1.000),DB00837:Progabide (0.010); DB00682:Warfarin (0.003)
DB00328,DB12070,0.984514057636261,Indomethacin,Letermovir,DB04911:Oritavancin (1.000); DB11720:Angiotensin 1-7 (1.000); DB01045:Rifampicin (1.000),DB12070:Letermovir (0.008); DB08880:Teriflunomide (0.003)
DB00682,DB07118,0.9845101237297058,Warfarin,Hymecromone,DB01201:Rifapentine (1.000); DB09308:Solithromycin (1.000); DB00954:Dirithromycin (1.000),DB07118:Hymecromone (0.767); DB01289:Glisoxepide (0.083)
DB00328,DB08082,0.9845036268234252,Indomethacin,N-(2-AMINOETHYL)-P-CHLOROBENZAMIDE,DB04911:Oritavancin (1.000); DB11720:Angiotensin 1-7 (1.000); DB01045:Rifampicin (1.000),DB08082:N-(2-AMINOETHYL)-P-CHLOROBENZAMIDE (1.000)
DB00328,DB06769,0.9845031499862672,Indomethacin,Bendamustine,DB04911:Oritavancin (1.000); DB11720:Angiotensin 1-7 (1.000); DB01045:Rifampicin (1.000),DB06769:Bendamustine (0.007); DB08880:Teriflunomide (0.003)
DB00328,DB09200,0.9845014214515686,Indomethacin,Rivoglitazone,DB04911:Oritavancin (1.000); DB11720:Angiotensin 1-7 (1.000); DB01045:Rifampicin (1.000),DB09200:Rivoglitazone (0.007); DB08880:Teriflunomide (0.003)
DB01569,DB01873,0.9844947457313538,Formebolone,Epothilone D,DB01569:Formebolone (0.029); DB14055:(S)-Warfarin (0.017),DB05168:Vintafolide (1.000); DB00541:Vincristine (1.000); DB00361:Vinorelbine (1.000)
DB00328,DB12713,0.9844875931739808,Indomethacin,Sotagliflozin,DB04911:Oritavancin (1.000); DB11720:Angiotensin 1-7 (1.000); DB01045:Rifampicin (1.000),DB12713:Sotagliflozin (0.007); DB08880:Teriflunomide (0.003)
DB00328,DB00605,0.9844604134559632,Indomethacin,Sulindac,DB04911:Oritavancin (1.000); DB11720:Angiotensin 1-7 (1.000); DB01045:Rifampicin (1.000),DB00605:Sulindac (0.017); DB00682:Warfarin (0.003)
DB04619,DB08169,0.9844545125961304,Acetophenone,(2Z)-N-biphenyl-4-yl-2-cyano-3-cyclopropyl-3-hydroxyprop-2-enamide,DB00460:Verteporfin (0.997); DB04619:Acetophenone (0.863),DB08169:(2Z)-N-biphenyl-4-yl-2-cyano-3-cyclopropyl-3-hydroxyprop-2-enamide (1.000)
DB01873,DB04070,0.9844409227371216,Epothilone D,6-Deoxyerythronolide B,DB05168:Vintafolide (1.000); DB00541:Vincristine (1.000); DB00361:Vinorelbine (1.000),DB04070:6-Deoxyerythronolide B (0.060); DB00682:Warfarin (0.004)
DB00328,DB06282,0.9844315648078918,Indomethacin,Levocetirizine,DB04911:Oritavancin (1.000); DB11720:Angiotensin 1-7 (1.000); DB01045:Rifampicin (1.000),DB06282:Levocetirizine (0.026); DB00682:Warfarin (0.004)
DB00328,DB00341,0.9844315648078918,Indomethacin,Cetirizine,DB04911:Oritavancin (1.000); DB11720:Angiotensin 1-7 (1.000); DB01045:Rifampicin (1.000),DB00341:Cetirizine (0.026); DB00682:Warfarin (0.004)
DB00328,DB13167,0.9843904376029968,Indomethacin,Alclofenac,DB04911:Oritavancin (1.000); DB11720:Angiotensin 1-7 (1.000); DB01045:Rifampicin (1.000),DB13167:Alclofenac (0.019); DB00682:Warfarin (0.003)
DB00825,DB11181,0.9843820929527284,Levomenthol,Homatropine,DB06699:Degarelix (1.000); DB02638:Terlipressin (1.000); DB12174:CUDC-101 (0.997),DB11181:Homatropine (0.193); DB09262:Imidafenacin (0.050)
DB00328,DB04812,0.984353244304657,Indomethacin,Benoxaprofen,DB04911:Oritavancin (1.000); DB11720:Angiotensin 1-7 (1.000); DB01045:Rifampicin (1.000),DB04812:Benoxaprofen (0.022); DB00682:Warfarin (0.004)
DB00328,DB01171,0.9843196272850036,Indomethacin,Moclobemide,DB04911:Oritavancin (1.000); DB11720:Angiotensin 1-7 (1.000); DB01045:Rifampicin (1.000),DB01171:Moclobemide (0.033); DB00682:Warfarin (0.004)
DB00328,DB01079,0.9843116402626038,Indomethacin,Tegaserod,DB04911:Oritavancin (1.000); DB11720:Angiotensin 1-7 (1.000); DB01045:Rifampicin (1.000),DB01079:Tegaserod (0.012); DB08880:Teriflunomide (0.003)
DB01873,DB14050,0.9843011498451232,Epothilone D,Cannabidivarin,DB05168:Vintafolide (1.000); DB00541:Vincristine (1.000); DB00361:Vinorelbine (1.000),DB14050:Cannabidivarin (1.000)
DB06770,DB09277,0.984290599822998,Benzyl alcohol,Choline C 11,DB04952:Ramoplanin (1.000); DB11377:Bambermycins (1.000); DB11401:Efrotomycin (1.000),DB00666:Nafarelin (1.000); DB00644:Gonadorelin (1.000); DB11510:Deslorelin (1.000)
DB01501,DB09076,0.9842875003814696,Difenoxin,Umeclidinium,DB01501:Difenoxin (1.000),DB09076:Umeclidinium (0.693); DB14719:Bentazepam (0.076)
DB01418,DB07951,0.9841970801353456,Acenocoumarol,N-(indole-3-acetyl)-L-aspartic acid,DB01418:Acenocoumarol (1.000),DB07951:N-(indole-3-acetyl)-L-aspartic acid (1.000)
DB01873,DB11468,0.9841912984848022,Epothilone D,Tiamulin,DB05168:Vintafolide (1.000); DB00541:Vincristine (1.000); DB00361:Vinorelbine (1.000),DB06770:Benzyl alcohol (0.004); DB11468:Tiamulin (0.000)
DB00328,DB00887,0.9841856360435486,Indomethacin,Bumetanide,DB04911:Oritavancin (1.000); DB11720:Angiotensin 1-7 (1.000); DB01045:Rifampicin (1.000),DB00887:Bumetanide (0.017); DB08880:Teriflunomide (0.004)
DB01873,DB04785,0.9841817021369934,Epothilone D,Streptolydigin,DB05168:Vintafolide (1.000); DB00541:Vincristine (1.000); DB00361:Vinorelbine (1.000),DB06770:Benzyl alcohol (0.004); DB04785:Streptolydigin (0.001)
DB01669,DB01873,0.9841364622116088,Virginiamycin M1,Epothilone D,DB06770:Benzyl alcohol (0.004); DB01669:Virginiamycin M1 (0.000),DB05168:Vintafolide (1.000); DB00541:Vincristine (1.000); DB00361:Vinorelbine (1.000)
DB00328,DB01393,0.9841337203979492,Indomethacin,Bezafibrate,DB04911:Oritavancin (1.000); DB11720:Angiotensin 1-7 (1.000); DB01045:Rifampicin (1.000),DB01393:Bezafibrate (0.032); DB00682:Warfarin (0.004)
DB00826,DB01873,0.9841319918632508,Natamycin,Epothilone D,DB06770:Benzyl alcohol (0.004); DB00826:Natamycin (0.001),DB05168:Vintafolide (1.000); DB00541:Vincristine (1.000); DB00361:Vinorelbine (1.000)
DB00328,DB00500,0.98411625623703,Indomethacin,Tolmetin,DB04911:Oritavancin (1.000); DB11720:Angiotensin 1-7 (1.000); DB01045:Rifampicin (1.000),DB00500:Tolmetin (0.033); DB00682:Warfarin (0.004)
DB01873,DB12279,0.984112560749054,Epothilone D,OBP-801,DB05168:Vintafolide (1.000); DB00541:Vincristine (1.000); DB00361:Vinorelbine (1.000),DB06770:Benzyl alcohol (0.005); DB12279:OBP-801 (0.003)
DB00328,DB08062,0.9841092228889464,Indomethacin,"3-(4-CHLOROPHENYL)-5-(METHYLTHIO)-4H-1,2,4-TRIAZOLE",DB04911:Oritavancin (1.000); DB11720:Angiotensin 1-7 (1.000); DB01045:Rifampicin (1.000),"DB08062:3-(4-CHLOROPHENYL)-5-(METHYLTHIO)-4H-1,2,4-TRIAZOLE (1.000)"
DB00328,DB13875,0.9840829968452454,Indomethacin,Harmaline,DB04911:Oritavancin (1.000); DB11720:Angiotensin 1-7 (1.000); DB01045:Rifampicin (1.000),DB13875:Harmaline (0.077); DB00682:Warfarin (0.005)
DB06770,DB08979,0.984080731868744,Benzyl alcohol,Fenspiride,DB04952:Ramoplanin (1.000); DB11377:Bambermycins (1.000); DB11401:Efrotomycin (1.000),DB08979:Fenspiride (1.000)
DB00682,DB08662,0.9840545058250428,Warfarin,3-[1-(4-BROMO-PHENYL)-2-METHYL-PROPYL]-4-HYDROXY-CHROMEN-2-ONE,DB01201:Rifapentine (1.000); DB09308:Solithromycin (1.000); DB00954:Dirithromycin (1.000),DB08662:3-[1-(4-BROMO-PHENYL)-2-METHYL-PROPYL]-4-HYDROXY-CHROMEN-2-ONE (1.000)
DB01418,DB01422,0.9840488433837892,Acenocoumarol,Nitroxoline,DB01418:Acenocoumarol (1.000),DB01422:Nitroxoline (0.086); DB03410:4-hydroxycoumarin (0.066)
DB07983,DB13729,0.9840408563613892,1-(4-IODOBENZOYL)-5-METHOXY-2-METHYL INDOLE-3-ACETIC ACID,Camostat,DB07983:1-(4-IODOBENZOYL)-5-METHOXY-2-METHYL INDOLE-3-ACETIC ACID (1.000),DB13729:Camostat (1.000)
DB02958,DB09400,0.9840243458747864,Selenomethionine Selenoxide,Selenomethionine Se-75,DB02958:Selenomethionine Selenoxide (0.508); DB06210:Eltrombopag (0.024),DB09400:Selenomethionine Se-75 (0.504); DB06210:Eltrombopag (0.024)
DB00937,DB06770,0.9840222001075744,Diethylpropion,Benzyl alcohol,DB00937:Diethylpropion (0.444); DB14719:Bentazepam (0.023),DB04952:Ramoplanin (1.000); DB11377:Bambermycins (1.000); DB11401:Efrotomycin (1.000)
DB00328,DB04828,0.9840071797370912,Indomethacin,Zomepirac,DB04911:Oritavancin (1.000); DB11720:Angiotensin 1-7 (1.000); DB01045:Rifampicin (1.000),DB04828:Zomepirac (0.054); DB00682:Warfarin (0.004)
DB00328,DB13001,0.9840031266212464,Indomethacin,Tinoridine,DB04911:Oritavancin (1.000); DB11720:Angiotensin 1-7 (1.000); DB01045:Rifampicin (1.000),DB13001:Tinoridine (0.049); DB00682:Warfarin (0.004)
DB03049,DB09400,0.9840027689933776,S-Selanyl Cysteine,Selenomethionine Se-75,DB03049:S-Selanyl Cysteine (0.567); DB06210:Eltrombopag (0.062),DB09400:Selenomethionine Se-75 (0.504); DB06210:Eltrombopag (0.024)
DB01873,DB11372,0.983959138393402,Epothilone D,Altrenogest,DB05168:Vintafolide (1.000); DB00541:Vincristine (1.000); DB00361:Vinorelbine (1.000),DB14055:(S)-Warfarin (0.014); DB11372:Altrenogest (0.012)
DB00919,DB01873,0.9839394092559814,Spectinomycin,Epothilone D,DB06770:Benzyl alcohol (0.007); DB00919:Spectinomycin (0.006),DB05168:Vintafolide (1.000); DB00541:Vincristine (1.000); DB00361:Vinorelbine (1.000)
DB01873,DB13243,0.9839330911636353,Epothilone D,Tiazofurine,DB05168:Vintafolide (1.000); DB00541:Vincristine (1.000); DB00361:Vinorelbine (1.000),DB13243:Tiazofurine (0.007); DB06770:Benzyl alcohol (0.007)
DB01873,DB14093,0.9839134812355042,Epothilone D,"(1,2,6,7-3H)Testosterone",DB05168:Vintafolide (1.000); DB00541:Vincristine (1.000); DB00361:Vinorelbine (1.000),"DB14093:(1,2,6,7-3H)Testosterone (0.016); DB14055:(S)-Warfarin (0.015)"
DB00328,DB12549,0.9838809967041016,Indomethacin,Pyrazoloacridine,DB04911:Oritavancin (1.000); DB11720:Angiotensin 1-7 (1.000); DB01045:Rifampicin (1.000),DB06770:Benzyl alcohol (0.004); DB12549:Pyrazoloacridine (0.001)
DB00852,DB07443,0.9838795065879822,Pseudoephedrine,(2Z)-N-biphenyl-4-yl-2-cyano-3-hydroxybut-2-enamide,DB14490:Ferrous ascorbate (0.894); DB00142:Glutamic acid (0.867); DB14484:Magnesium ascorbate (0.821),DB07443:(2Z)-N-biphenyl-4-yl-2-cyano-3-hydroxybut-2-enamide (1.000)
DB00328,DB09247,0.983861207962036,Indomethacin,Iproclozide,DB04911:Oritavancin (1.000); DB11720:Angiotensin 1-7 (1.000); DB01045:Rifampicin (1.000),DB09247:Iproclozide (0.059); DB00682:Warfarin (0.004)
DB12887,DB13821,0.9838601350784302,Tazemetostat,Ceftezole,DB12887:Tazemetostat (0.007); DB01873:Epothilone D (0.006),DB06402:Telavancin (1.000); DB00512:Vancomycin (1.000); DB00115:Cyanocobalamin (0.998)
DB01873,DB12081,0.9838567972183228,Epothilone D,Anecortave,DB05168:Vintafolide (1.000); DB00541:Vincristine (1.000); DB00361:Vinorelbine (1.000),DB12081:Anecortave (0.014); DB06770:Benzyl alcohol (0.008)
DB05104,DB13821,0.983850121498108,Asimadoline,Ceftezole,DB05104:Asimadoline (1.000),DB06402:Telavancin (1.000); DB00512:Vancomycin (1.000); DB00115:Cyanocobalamin (0.998)
DB01873,DB13958,0.983849048614502,Epothilone D,Trestolone acetate,DB05168:Vintafolide (1.000); DB00541:Vincristine (1.000); DB00361:Vinorelbine (1.000),DB13958:Trestolone acetate (0.027); DB14055:(S)-Warfarin (0.017)
DB00328,DB06235,0.9838418960571288,Indomethacin,Vadimezan,DB04911:Oritavancin (1.000); DB11720:Angiotensin 1-7 (1.000); DB01045:Rifampicin (1.000),DB06235:Vadimezan (0.045); DB08880:Teriflunomide (0.004)
DB00328,DB14860,0.9838277101516724,Indomethacin,Ensartinib,DB04911:Oritavancin (1.000); DB11720:Angiotensin 1-7 (1.000); DB01045:Rifampicin (1.000),DB06770:Benzyl alcohol (0.005); DB14860:Ensartinib (0.002)
DB00328,DB13104,0.983826220035553,Indomethacin,X-396,DB04911:Oritavancin (1.000); DB11720:Angiotensin 1-7 (1.000); DB01045:Rifampicin (1.000),DB06770:Benzyl alcohol (0.006); DB13104:X-396 (0.003)
DB01873,DB13169,0.9837965369224548,Epothilone D,Nandrolone,DB05168:Vintafolide (1.000); DB00541:Vincristine (1.000); DB00361:Vinorelbine (1.000),DB13169:Nandrolone (0.052); DB14055:(S)-Warfarin (0.020)
DB00328,DB01283,0.9837964177131652,Indomethacin,Lumiracoxib,DB04911:Oritavancin (1.000); DB11720:Angiotensin 1-7 (1.000); DB01045:Rifampicin (1.000),DB01283:Lumiracoxib (0.058); DB00682:Warfarin (0.004)
DB01554,DB13622,0.9837961196899414,Bolandiol,Selenium (75Se) norcholesterol,DB01554:Bolandiol (0.386); DB04630:Aldosterone (0.056),DB13622:Selenium (75Se) norcholesterol (0.226); DB06210:Eltrombopag (0.006)
DB00328,DB12975,0.983768880367279,Indomethacin,Pyronaridine,DB04911:Oritavancin (1.000); DB11720:Angiotensin 1-7 (1.000); DB01045:Rifampicin (1.000),DB06770:Benzyl alcohol (0.006); DB12975:Pyronaridine (0.004)
DB01873,DB07447,0.9837677478790284,Epothilone D,5beta-dihydrotestosterone,DB05168:Vintafolide (1.000); DB00541:Vincristine (1.000); DB00361:Vinorelbine (1.000),DB07447:5beta-dihydrotestosterone (0.029); DB14055:(S)-Warfarin (0.017)
DB01873,DB02901,0.9837677478790284,Epothilone D,Stanolone,DB05168:Vintafolide (1.000); DB00541:Vincristine (1.000); DB00361:Vinorelbine (1.000),DB02901:Stanolone (0.029); DB14055:(S)-Warfarin (0.017)
DB00328,DB12146,0.9837450981140136,Indomethacin,Rigosertib,DB04911:Oritavancin (1.000); DB11720:Angiotensin 1-7 (1.000); DB01045:Rifampicin (1.000),DB06770:Benzyl alcohol (0.006); DB12146:Rigosertib (0.004)
DB01228,DB07983,0.9837378263473512,Encainide,1-(4-IODOBENZOYL)-5-METHOXY-2-METHYL INDOLE-3-ACETIC ACID,DB01228:Encainide (0.060); DB00825:Levomenthol (0.056),DB07983:1-(4-IODOBENZOYL)-5-METHOXY-2-METHYL INDOLE-3-ACETIC ACID (1.000)
DB01873,DB13230,0.9837191700935364,Epothilone D,Gestonorone,DB05168:Vintafolide (1.000); DB00541:Vincristine (1.000); DB00361:Vinorelbine (1.000),DB13230:Gestonorone (0.058); DB14055:(S)-Warfarin (0.020)
DB08264,DB11344,0.9836692214012146,"(1R, 2S)-cis 1,2 dihydroxy-1,2-dihydronaphthalene",(+)-menthol,"DB08264:(1R, 2S)-cis 1,2 dihydroxy-1,2-dihydronaphthalene (1.000)",DB11344:(+)-menthol (1.000)
DB07983,DB08663,0.9836639165878296,1-(4-IODOBENZOYL)-5-METHOXY-2-METHYL INDOLE-3-ACETIC ACID,4-HYDROXY-7-METHOXY-3-(1-PHENYL-PROPYL)-CHROMEN-2-ONE,DB07983:1-(4-IODOBENZOYL)-5-METHOXY-2-METHYL INDOLE-3-ACETIC ACID (1.000),DB08663:4-HYDROXY-7-METHOXY-3-(1-PHENYL-PROPYL)-CHROMEN-2-ONE (1.000)
DB00328,DB03695,0.9836493730545044,Indomethacin,Piritrexim,DB04911:Oritavancin (1.000); DB11720:Angiotensin 1-7 (1.000); DB01045:Rifampicin (1.000),DB03695:Piritrexim (0.008); DB06770:Benzyl alcohol (0.007)
DB00328,DB15575,0.9836363196372986,Indomethacin,Padeliporfin,DB04911:Oritavancin (1.000); DB11720:Angiotensin 1-7 (1.000); DB01045:Rifampicin (1.000),DB14055:(S)-Warfarin (0.007); DB15575:Padeliporfin (0.000)
DB00682,DB12565,0.9836259484291076,Warfarin,Abexinostat,DB01201:Rifapentine (1.000); DB09308:Solithromycin (1.000); DB00954:Dirithromycin (1.000),DB00825:Levomenthol (0.038); DB12565:Abexinostat (0.010)
DB00937,DB14055,0.9835684895515442,Diethylpropion,(S)-Warfarin,DB00937:Diethylpropion (0.444); DB14719:Bentazepam (0.023),DB01141:Micafungin (1.000); DB15213:25-desacetylrifapentine (1.000); DB01220:Rifaximin (1.000)
DB00955,DB01873,0.9835140705108644,Netilmicin,Epothilone D,DB00955:Netilmicin (0.144); DB13821:Ceftezole (0.004),DB05168:Vintafolide (1.000); DB00541:Vincristine (1.000); DB00361:Vinorelbine (1.000)
DB06169,DB07443,0.9834860563278198,Indibulin,(2Z)-N-biphenyl-4-yl-2-cyano-3-hydroxybut-2-enamide,DB06169:Indibulin (1.000),DB07443:(2Z)-N-biphenyl-4-yl-2-cyano-3-hydroxybut-2-enamide (1.000)
DB01443,DB01873,0.983444333076477,19-Nor-5-androstenedione,Epothilone D,DB01443:19-Nor-5-androstenedione (1.000),DB05168:Vintafolide (1.000); DB00541:Vincristine (1.000); DB00361:Vinorelbine (1.000)
DB11154,DB13771,0.9834064841270448,Zinc citrate,Ferric sodium citrate,DB11154:Zinc citrate (0.715); DB01044:Gatifloxacin (0.166),DB13771:Ferric sodium citrate (1.000)
DB01873,DB15289,0.983350157737732,Epothilone D,Perillyl alcohol,DB05168:Vintafolide (1.000); DB00541:Vincristine (1.000); DB00361:Vinorelbine (1.000),DB15289:Perillyl alcohol (0.079); DB06770:Benzyl alcohol (0.012)
DB07983,DB12289,0.983348548412323,1-(4-IODOBENZOYL)-5-METHOXY-2-METHYL INDOLE-3-ACETIC ACID,Darexaban,DB07983:1-(4-IODOBENZOYL)-5-METHOXY-2-METHYL INDOLE-3-ACETIC ACID (1.000),DB12289:Darexaban (0.183); DB13821:Ceftezole (0.005)
DB00328,DB00586,0.9833211898803712,Indomethacin,Diclofenac,DB04911:Oritavancin (1.000); DB11720:Angiotensin 1-7 (1.000); DB01045:Rifampicin (1.000),DB00586:Diclofenac (0.071); DB08880:Teriflunomide (0.005)
DB01740,DB13206,0.9832973480224608,"4-butyl-5-propyl-1,3-selenazol-2-amine",Bamethan,"DB01740:4-butyl-5-propyl-1,3-selenazol-2-amine (0.591); DB06210:Eltrombopag (0.046)",DB13206:Bamethan (0.573); DB13967:Patent Blue (0.055)
DB08545,DB08880,0.9832553863525392,(1S)-1-Phenylethyl (4-acetamidobenzyl)phosphonate,Teriflunomide,DB08545:(1S)-1-Phenylethyl (4-acetamidobenzyl)phosphonate (1.000),DB00570:Vinblastine (1.000); DB12026:Voxilaprevir (1.000); DB11575:Grazoprevir (1.000)
DB08478,DB08880,0.9832409024238586,N-[2-Chloro-5-(trifluoromethyl)phenyl]imidodicarbonimidic diamide,Teriflunomide,DB08478:N-[2-Chloro-5-(trifluoromethyl)phenyl]imidodicarbonimidic diamide (1.000),DB00570:Vinblastine (1.000); DB12026:Voxilaprevir (1.000); DB11575:Grazoprevir (1.000)
DB01740,DB13681,0.983144760131836,"4-butyl-5-propyl-1,3-selenazol-2-amine",Butalamine,"DB01740:4-butyl-5-propyl-1,3-selenazol-2-amine (0.591); DB06210:Eltrombopag (0.046)",DB13681:Butalamine (0.556); DB13967:Patent Blue (0.021)
DB01629,DB09327,0.983081042766571,5-fluorouridine,Tegafur-uracil,DB01629:5-fluorouridine (0.067); DB08984:Etofenamate (0.037),DB09327:Tegafur-uracil (0.313); DB00983:Formoterol (0.016)
DB09271,DB11181,0.9830787181854248,Cimetropium,Homatropine,DB09271:Cimetropium (0.057); DB09262:Imidafenacin (0.037),DB11181:Homatropine (0.193); DB09262:Imidafenacin (0.050)
DB13277,DB14055,0.9830694198608398,Benziodarone,(S)-Warfarin,DB13277:Benziodarone (0.568); DB01021:Trichlormethiazide (0.040),DB01141:Micafungin (1.000); DB15213:25-desacetylrifapentine (1.000); DB01220:Rifaximin (1.000)
DB13821,DB14733,0.983037292957306,Ceftezole,Ceftobiprole medocaril,DB06402:Telavancin (1.000); DB00512:Vancomycin (1.000); DB00115:Cyanocobalamin (0.998),DB14055:(S)-Warfarin (0.006); DB14733:Ceftobiprole medocaril (0.000)
DB00682,DB14482,0.983035683631897,Warfarin,Sodium ascorbate,DB01201:Rifapentine (1.000); DB09308:Solithromycin (1.000); DB00954:Dirithromycin (1.000),DB14482:Sodium ascorbate (1.000)
DB06985,DB08880,0.9830132126808168,2-[({4-[2-(trifluoromethyl)phenyl]piperidin-1-yl}carbonyl)amino]benzoic acid,Teriflunomide,DB06985:2-[({4-[2-(trifluoromethyl)phenyl]piperidin-1-yl}carbonyl)amino]benzoic acid (1.000),DB00570:Vinblastine (1.000); DB12026:Voxilaprevir (1.000); DB11575:Grazoprevir (1.000)
DB02345,DB09400,0.9829903841018676,Selenocysteine,Selenomethionine Se-75,DB02345:Selenocysteine (0.545); DB06210:Eltrombopag (0.050),DB09400:Selenomethionine Se-75 (0.504); DB06210:Eltrombopag (0.024)
DB00328,DB06594,0.982945680618286,Indomethacin,Agomelatine,DB04911:Oritavancin (1.000); DB11720:Angiotensin 1-7 (1.000); DB01045:Rifampicin (1.000),DB06594:Agomelatine (0.063); DB08880:Teriflunomide (0.005)
DB01066,DB01873,0.9829399585723876,Cefditoren,Epothilone D,DB01066:Cefditoren (0.129); DB13821:Ceftezole (0.004),DB05168:Vintafolide (1.000); DB00541:Vincristine (1.000); DB00361:Vinorelbine (1.000)
DB13821,DB14067,0.9829251766204834,Ceftezole,Dofequidar,DB06402:Telavancin (1.000); DB00512:Vancomycin (1.000); DB00115:Cyanocobalamin (0.998),DB06770:Benzyl alcohol (0.006); DB14067:Dofequidar (0.004)
